*	S_lycopersicum.ctrl1.1	S_lycopersicum.ctrl1.2	S_lycopersicum.ctrl1.3	S_lycopersicum.N..1	S_lycopersicum.N..2	S_lycopersicum.N..3	S_lycopersicum.eL.1	S_lycopersicum.eL.2	S_lycopersicum.eL.3	S_lycopersicum.cold.1	S_lycopersicum.cold.2	S_lycopersicum.cold.3	S_lycopersicum.N.eL.1	S_lycopersicum.N.eL.2	S_lycopersicum.N.eL.3	S_lycopersicum.N.cold.1	S_lycopersicum.N.cold.2	S_lycopersicum.N.cold.3	S_lycopersicum.N.coldeL.1	S_lycopersicum.N.coldeL.2	S_lycopersicum.N.coldeL.3	S_lycopersicum.ctrl2.1	S_lycopersicum.ctrl2.2	S_lycopersicum.ctrl2.3	S_lycopersicum.warm.1	S_lycopersicum.warm.2	S_lycopersicum.warm.3	S_lycopersicum.ctrl3.1	S_lycopersicum.ctrl3.2	S_lycopersicum.ctrl3.3	S_lycopersicum.eLcold.1	S_lycopersicum.eLcold.2	S_lycopersicum.eLcold.3
S_lycopersicum.cold.2	-0.0952767867188266	0.533499525703135	0.23269943247849	-0.309449907248996	-0.36152820873571	-0.199416741177712	0.205507601889151	0.468260773850804	0.480969714463573	0.450887409704427	1	0.2815506324452	-0.421363525637761	-0.434856652413943	-0.204273235973705	-0.217317929621948	-0.233718424713878	-0.0850168590532974	-0.322931370487853	-0.358888451598093	-0.220370431260404	-0.126571323654864	-0.263480153823962	0.0333905496383816	-0.23149372338768	-0.273279518373909	-0.296839751179776	-0.0144610401307076	0.147497749376206	-0.0337226615228797	0.289686732998962	0.318836214948965	0.174742982515562
S_lycopersicum.cold.3	0.140864394261852	0.258472469271735	0.286729608279165	-0.31781325366967	-0.325606191337124	-0.258793498467971	0.290263402342947	-0.0470585919642612	0.0972745684790653	0.543724898200988	0.2815506324452	1	-0.438212897772166	-0.457031883245157	-0.204327529971908	-0.367310158047492	-0.219995411566318	-0.116291154183044	-0.304084917073412	-0.304431511894835	-0.248780182663725	0.0453161065573789	-0.130074887092943	0.26547029658818	-0.177935752763584	-0.176260169985815	-0.250941093402165	0.0949818472824605	0.333714454344616	0.226248286727839	0.475885069217324	0.489541062503017	0.478129815527843
S_lycopersicum.N.eL.1	-0.18063150663504	-0.405230243584954	-0.339176900212328	0.401048511093127	0.416915335300886	0.323470662660941	-0.274754337686641	-0.127630397095903	-0.293122960827377	-0.47495760764492	-0.421363525637761	-0.438212897772166	1	0.603264316485836	0.202713758984508	0.486174346204973	0.257814869970847	0.162577730766612	0.381436062554104	0.336914831934263	0.269330152807683	-0.111221233802078	0.00398281316238267	-0.329279447872556	0.0222295102761368	-0.0476771960066066	0.0623489321586374	-0.194131396503836	-0.370428924694739	-0.242974516776506	-0.41916745871048	-0.447520585257875	-0.381529342169061
S_lycopersicum.N.eL.2	-0.0702869981437622	-0.400146066143777	-0.29411626275122	0.370009513918865	0.360677958760899	0.24179906273214	-0.272079859125315	-0.186591381208685	-0.303417462008192	-0.477952420967235	-0.434856652413943	-0.457031883245157	0.603264316485836	1	0.176816353445456	0.493629223996603	0.191190161477783	0.114634145691402	0.345346876277995	0.422808706304122	0.208866202359218	-0.151729126228495	0.0368786039046485	-0.316331736543107	0.00758100719719826	0.0998135863704578	0.123138839171638	-0.126853677939182	-0.369422326883746	-0.236026962365057	-0.443140135480322	-0.451553199526637	-0.405255759872698
S_lycopersicum.N.eL.3	-0.344294148129033	-0.339156845718941	-0.378846365277321	0.333608869057139	0.256833124896321	0.297293280200675	-0.374137645299287	-0.257830563060178	-0.279306704331618	-0.18512932953661	-0.204273235973705	-0.204327529971908	0.202713758984508	0.176816353445456	1	0.196437053548051	0.587351099577191	0.485800886562531	0.458168906093197	0.324197553530148	0.550036135378261	-0.295440049993591	-0.228838757423824	-0.391698030676805	-0.111616650824729	-0.190461275702172	-0.040523314959728	-0.383168338256025	-0.325122458524807	-0.337292916734767	-0.111429586341322	-0.12237413864681	-0.17592812697815
S_lycopersicum.N.cold.1	-0.15315374948217	-0.178782355030703	-0.201469433162944	0.325449172484515	0.282829593860746	0.239244918606701	-0.233246460043772	-0.0538424101803637	-0.125667262449431	-0.389497348897123	-0.217317929621948	-0.367310158047492	0.486174346204973	0.493629223996603	0.196437053548051	1	0.19185082937441	0.160712205000539	0.282365087953243	0.288141070461255	0.158939830836136	-0.161102738651642	-0.0803380379148196	-0.32084284785326	-0.0443050436544594	-0.0123336962176151	0.0291457135068861	-0.209306483194691	-0.380489159453438	-0.334067115081789	-0.449446982408209	-0.450276914835958	-0.413564245827755
S_lycopersicum.N.cold.2	-0.37736785137316	-0.398304668161295	-0.443442532188937	0.345557832169981	0.321005191997782	0.335900940332374	-0.409816881176694	-0.246344555135351	-0.308647847494426	-0.226257965748347	-0.233718424713878	-0.219995411566318	0.257814869970847	0.191190161477783	0.587351099577191	0.19185082937441	1	0.503125737064666	0.499760866796963	0.366377269274635	0.554733820467825	-0.28471510958406	-0.228590918721364	-0.402837314710801	-0.0540944428992526	-0.172487952132687	-0.009938560985688	-0.391891982574361	-0.349342572286196	-0.358120089041731	-0.139105537473647	-0.173247123758041	-0.179881498110788
S_lycopersicum.N.cold.3	-0.366464827235456	-0.28411979091398	-0.376671878385298	0.324129670636421	0.277033509622361	0.349653195534287	-0.309510707398316	-0.200679929245178	-0.222874708383189	-0.0700531882882009	-0.0850168590532974	-0.116291154183044	0.162577730766612	0.114634145691402	0.485800886562531	0.160712205000539	0.503125737064666	1	0.374679049743285	0.282526862962249	0.470178664264268	-0.299291464024072	-0.291091167195317	-0.36177939441805	-0.166161206534094	-0.254473161201098	-0.132962087150931	-0.372443357432997	-0.268792864473092	-0.345385073480739	-0.0539372642358689	-0.066945961134456	-0.119430214680687
S_lycopersicum.N.coldeL.1	-0.293458479517456	-0.452063029820979	-0.442427149222752	0.402004842954134	0.338517678904854	0.246550763201774	-0.437509574913128	-0.258266041403327	-0.348302806332501	-0.346222418789897	-0.322931370487853	-0.304084917073412	0.381436062554104	0.345346876277995	0.458168906093197	0.282365087953243	0.499760866796963	0.374679049743285	1	0.516518533870986	0.480418128250672	-0.296085357540308	-0.108359689299522	-0.366202837544177	-0.0192867544983361	-0.0710244676670767	0.0866379001461872	-0.341686369108532	-0.457009258817589	-0.396191832516093	-0.258012840109264	-0.266079809994079	-0.248497824936729
S_lycopersicum.N.coldeL.2	-0.152985725285444	-0.457018757262643	-0.397497784108173	0.297475867263813	0.297596036501838	0.134035421787004	-0.413861125066828	-0.284165292176138	-0.345102834616374	-0.36196786619049	-0.358888451598093	-0.304431511894835	0.336914831934263	0.422808706304122	0.324197553530148	0.288141070461255	0.366377269274635	0.282526862962249	0.516518533870986	1	0.358528315325912	-0.295429641239571	-0.0940256055826217	-0.349470240979445	0.000582424637866781	0.120541999257377	0.163639774440425	-0.212538072564066	-0.434691130742394	-0.34119007443831	-0.284250239622704	-0.285165016831393	-0.23573959156597
S_lycopersicum.N.coldeL.3	-0.378697666454062	-0.427197146136086	-0.446535037642895	0.305020380132744	0.266989962080737	0.301530204794654	-0.365916998435578	-0.230610533168171	-0.315434046708033	-0.175064609723485	-0.220370431260404	-0.248780182663725	0.269330152807683	0.208866202359218	0.550036135378261	0.158939830836136	0.554733820467825	0.470178664264268	0.480418128250672	0.358528315325912	1	-0.306748626931608	-0.25482476047251	-0.396505432474317	-0.0883850439229654	-0.194574877490896	-0.0491558563287746	-0.380017570512984	-0.330463695606102	-0.32684698546018	-0.0529428173072606	-0.0784667792484841	-0.0980708329373079
S_lycopersicum.ctrl2.1	0.125972474024802	0.0801784084447561	0.163321718468795	-0.208321922025349	-0.101645243254326	-0.137463977443858	0.162757877196253	-0.0538626753093269	0.000860891663283245	-0.0440687177867005	-0.126571323654864	0.0453161065573789	-0.111221233802078	-0.151729126228495	-0.295440049993591	-0.161102738651642	-0.28471510958406	-0.299291464024072	-0.296085357540308	-0.295429641239571	-0.306748626931608	1	0.476636801713084	0.388397076330766	0.254305780715368	0.180958788807322	0.163440491380938	0.134191099016369	0.203731714719385	0.21194848775257	-0.101511314185295	-0.0975803078583366	-0.00527568856060155
S_lycopersicum.ctrl2.2	0.227373277637258	-0.0556265715661191	0.0845677752434607	-0.100149983599868	-0.0665008472454354	-0.171869270950129	0.0260717045942399	-0.112470147814271	-0.100786141976569	-0.247120092019808	-0.263480153823962	-0.130074887092943	0.00398281316238267	0.0368786039046485	-0.228838757423824	-0.0803380379148196	-0.228590918721364	-0.291091167195317	-0.108359689299522	-0.0940256055826217	-0.25482476047251	0.476636801713084	1	0.343666157286214	0.242862276802627	0.305311367031245	0.267171087827404	0.16676743720924	0.0257237215514771	0.120752459168116	-0.251449743066147	-0.233823365570362	-0.144257797406341
S_lycopersicum.ctrl2.3	0.264784939617243	0.191085745273392	0.296677789625499	-0.285614955745339	-0.234400243973826	-0.259069743716934	0.290426103141495	-0.0482048457389587	0.0540929847562667	0.212165032333638	0.0333905496383816	0.26547029658818	-0.329279447872556	-0.316331736543107	-0.391698030676805	-0.32084284785326	-0.402837314710801	-0.36177939441805	-0.366202837544177	-0.349470240979445	-0.396505432474317	0.388397076330766	0.343666157286214	1	0.0796804614177642	0.116015002430835	-0.034230587292188	0.225565963465358	0.333227865528862	0.33247111817593	0.159570369265514	0.186653805096664	0.198397727118929
S_lycopersicum.warm.1	-0.0751131921818172	-0.193195331266239	-0.16708188909518	-0.0964021103119592	-0.0444024271539048	-0.111923526276965	-0.178551641148355	-0.0993070947538275	-0.124853765624402	-0.266087770762968	-0.23149372338768	-0.177935752763584	0.0222295102761368	0.00758100719719826	-0.111616650824729	-0.0443050436544594	-0.0540944428992526	-0.166161206534094	-0.0192867544983361	0.000582424637866781	-0.0883850439229654	0.254305780715368	0.242862276802627	0.0796804614177642	1	0.492134745529261	0.58679008977721	-0.0363687972717224	-0.144473842394945	-0.0917751998768204	-0.218337774127477	-0.263621160355167	-0.163733736826171
S_lycopersicum.warm.2	0.173520331661649	-0.169301226546671	-0.0667376146210465	-0.145161257332774	-0.0864394232997662	-0.224223615767629	-0.16804828822122	-0.156979127267791	-0.147651523555412	-0.280278202909169	-0.273279518373909	-0.176260169985815	-0.0476771960066066	0.0998135863704578	-0.190461275702172	-0.0123336962176151	-0.172487952132687	-0.254473161201098	-0.0710244676670767	0.120541999257377	-0.194574877490896	0.180958788807322	0.305311367031245	0.116015002430835	0.492134745529261	1	0.566645131778066	0.137056326084638	-0.119123939109612	-0.013877366591508	-0.253216484883286	-0.260607210878339	-0.165337176066639
S_lycopersicum.warm.3	-0.0317223976107752	-0.265562840060335	-0.209772857762904	-0.0506673790866546	-0.0183479124165998	-0.141629004500985	-0.294171106564838	-0.168540445104184	-0.191648925906557	-0.338558682536324	-0.296839751179776	-0.250941093402165	0.0623489321586374	0.123138839171638	-0.040523314959728	0.0291457135068861	-0.009938560985688	-0.132962087150931	0.0866379001461872	0.163639774440425	-0.0491558563287746	0.163440491380938	0.267171087827404	-0.034230587292188	0.58679008977721	0.566645131778066	1	-0.0498841469194569	-0.238915915407653	-0.151316870138331	-0.301959899247774	-0.318783175331578	-0.242316111908696
S_lycopersicum.ctrl3.1	0.433849931329106	0.168389154169379	0.287242691971839	-0.24915086462278	-0.202866229664146	-0.257280498613444	0.198040383420901	0.0538628845336583	0.0852282048135128	0.0333499785046757	-0.0144610401307076	0.0949818472824605	-0.194131396503836	-0.126853677939182	-0.383168338256025	-0.209306483194691	-0.391891982574361	-0.372443357432997	-0.341686369108532	-0.212538072564066	-0.380017570512984	0.134191099016369	0.16676743720924	0.225565963465358	-0.0363687972717224	0.137056326084638	-0.0498841469194569	1	0.29126440649924	0.363385808196792	0.0485755208235954	0.0580586685503552	0.115415058644781
S_lycopersicum.ctrl3.2	0.255781032684753	0.320987196982362	0.369905385358277	-0.317484203173665	-0.252627784104899	-0.180973842667804	0.375967058757772	0.0221431295345428	0.0848294796123542	0.363212805953021	0.147497749376206	0.333714454344616	-0.370428924694739	-0.369422326883746	-0.325122458524807	-0.380489159453438	-0.349342572286196	-0.268792864473092	-0.457009258817589	-0.434691130742394	-0.330463695606102	0.203731714719385	0.0257237215514771	0.333227865528862	-0.144473842394945	-0.119123939109612	-0.238915915407653	0.29126440649924	1	0.504933274343167	0.355648397673836	0.357842675049588	0.306830826982475
S_lycopersicum.ctrl3.3	0.360130669618919	0.192056230558646	0.41582401694452	-0.302170368765691	-0.238114894330047	-0.231662168901998	0.319909583888127	-0.0236017575944976	-0.0035894288561048	0.201743208661078	-0.0337226615228797	0.226248286727839	-0.242974516776506	-0.236026962365057	-0.337292916734767	-0.334067115081789	-0.358120089041731	-0.345385073480739	-0.396191832516093	-0.34119007443831	-0.32684698546018	0.21194848775257	0.120752459168116	0.33247111817593	-0.0917751998768204	-0.013877366591508	-0.151316870138331	0.363385808196792	0.504933274343167	1	0.260447443930067	0.267576039444456	0.267997879279716
S_lycopersicum.eLcold.1	-0.000386003604045523	0.134424527600619	0.145867242245835	-0.319659086241275	-0.344728258885306	-0.24203133285036	0.286922906819764	-0.0576092982517137	0.0389193844892289	0.566206661420869	0.289686732998962	0.475885069217324	-0.41916745871048	-0.443140135480322	-0.111429586341322	-0.449446982408209	-0.139105537473647	-0.0539372642358689	-0.258012840109264	-0.284250239622704	-0.0529428173072606	-0.101511314185295	-0.251449743066147	0.159570369265514	-0.218337774127477	-0.253216484883286	-0.301959899247774	0.0485755208235954	0.355648397673836	0.260447443930067	1	0.730543848526339	0.650272442092967
S_lycopersicum.eLcold.2	0.0213289345668379	0.17390297893894	0.193215270577337	-0.335921293682017	-0.360890214628114	-0.269841993811342	0.301778301771752	-0.0607589357737761	0.0553079974185265	0.604785910646835	0.318836214948965	0.489541062503017	-0.447520585257875	-0.451553199526637	-0.12237413864681	-0.450276914835958	-0.173247123758041	-0.066945961134456	-0.266079809994079	-0.285165016831393	-0.0784667792484841	-0.0975803078583366	-0.233823365570362	0.186653805096664	-0.263621160355167	-0.260607210878339	-0.318783175331578	0.0580586685503552	0.357842675049588	0.267576039444456	0.730543848526339	1	0.646751533325429
S_lycopersicum.eLcold.3	0.0607543397627525	0.110663615355436	0.172647516120848	-0.352510272491847	-0.337174617268641	-0.301418219371459	0.276724602198633	-0.0857083305828729	0.0199174542289299	0.459025371208029	0.174742982515562	0.478129815527843	-0.381529342169061	-0.405255759872698	-0.17592812697815	-0.413564245827755	-0.179881498110788	-0.119430214680687	-0.248497824936729	-0.23573959156597	-0.0980708329373079	-0.00527568856060155	-0.144257797406341	0.198397727118929	-0.163733736826171	-0.165337176066639	-0.242316111908696	0.115415058644781	0.306830826982475	0.267997879279716	0.650272442092967	0.646751533325429	1
