*	S_lycopersicum.ctrl1.1	S_lycopersicum.ctrl1.2	S_lycopersicum.ctrl1.3	S_lycopersicum.N..1	S_lycopersicum.N..2	S_lycopersicum.N..3	S_lycopersicum.eL.1	S_lycopersicum.eL.2	S_lycopersicum.eL.3	S_lycopersicum.cold.1	S_lycopersicum.cold.2	S_lycopersicum.cold.3	S_lycopersicum.N.eL.1	S_lycopersicum.N.eL.2	S_lycopersicum.N.eL.3	S_lycopersicum.N.cold.1	S_lycopersicum.N.cold.2	S_lycopersicum.N.cold.3	S_lycopersicum.N.coldeL.1	S_lycopersicum.N.coldeL.2	S_lycopersicum.N.coldeL.3	S_lycopersicum.ctrl2.1	S_lycopersicum.ctrl2.2	S_lycopersicum.ctrl2.3	S_lycopersicum.warm.1	S_lycopersicum.warm.2	S_lycopersicum.warm.3	S_lycopersicum.ctrl3.1	S_lycopersicum.ctrl3.2	S_lycopersicum.ctrl3.3	S_lycopersicum.eLcold.1	S_lycopersicum.eLcold.2	S_lycopersicum.eLcold.3
S_lycopersicum.cold.2	0.904723213281173	0.466500474296865	0.76730056752151	0.690550092751004	0.63847179126429	0.800583258822288	0.794492398110849	0.531739226149196	0.519030285536427	0.549112590295573	0	0.7184493675548	0.578636474362239	0.565143347586057	0.795726764026295	0.782682070378052	0.766281575286122	0.914983140946703	0.677068629512147	0.641111548401907	0.779629568739596	0.873428676345136	0.736519846176038	0.966609450361618	0.76850627661232	0.726720481626091	0.703160248820224	0.985538959869292	0.852502250623794	0.96627733847712	0.710313267001038	0.681163785051035	0.825257017484438
S_lycopersicum.cold.3	0.859135605738148	0.741527530728265	0.713270391720835	0.68218674633033	0.674393808662876	0.741206501532029	0.709736597657053	0.952941408035739	0.902725431520935	0.456275101799012	0.7184493675548	0	0.561787102227834	0.542968116754843	0.795672470028092	0.632689841952508	0.780004588433682	0.883708845816956	0.695915082926588	0.695568488105165	0.751219817336275	0.954683893442621	0.869925112907057	0.73452970341182	0.822064247236416	0.823739830014185	0.749058906597835	0.905018152717539	0.666285545655384	0.773751713272161	0.524114930782676	0.510458937496983	0.521870184472156
S_lycopersicum.N.eL.1	0.81936849336496	0.594769756415046	0.660823099787672	0.598951488906873	0.583084664699114	0.676529337339059	0.725245662313359	0.872369602904096	0.706877039172623	0.52504239235508	0.578636474362239	0.561787102227834	0	0.396735683514164	0.797286241015492	0.513825653795027	0.742185130029153	0.837422269233388	0.618563937445896	0.663085168065737	0.730669847192317	0.888778766197922	0.996017186837617	0.670720552127444	0.977770489723863	0.952322803993393	0.937651067841363	0.805868603496164	0.629571075305261	0.757025483223494	0.58083254128952	0.552479414742125	0.618470657830939
S_lycopersicum.N.eL.2	0.929713001856238	0.599853933856223	0.70588373724878	0.629990486081135	0.639322041239101	0.75820093726786	0.727920140874685	0.813408618791315	0.696582537991808	0.522047579032765	0.565143347586057	0.542968116754843	0.396735683514164	0	0.823183646554544	0.506370776003397	0.808809838522217	0.885365854308598	0.654653123722005	0.577191293695878	0.791133797640782	0.848270873771505	0.963121396095352	0.683668263456893	0.992418992802802	0.900186413629542	0.876861160828362	0.873146322060818	0.630577673116254	0.763973037634943	0.556859864519678	0.548446800473363	0.594744240127302
S_lycopersicum.N.eL.3	0.655705851870967	0.660843154281059	0.621153634722679	0.666391130942861	0.743166875103679	0.702706719799325	0.625862354700713	0.742169436939822	0.720693295668382	0.81487067046339	0.795726764026295	0.795672470028092	0.797286241015492	0.823183646554544	0	0.803562946451948	0.412648900422809	0.514199113437469	0.541831093906803	0.675802446469852	0.449963864621739	0.704559950006409	0.771161242576176	0.608301969323195	0.888383349175271	0.809538724297828	0.959476685040272	0.616831661743975	0.674877541475193	0.662707083265233	0.888570413658679	0.87762586135319	0.82407187302185
S_lycopersicum.N.cold.1	0.84684625051783	0.821217644969297	0.798530566837056	0.674550827515485	0.717170406139254	0.760755081393299	0.766753539956228	0.946157589819636	0.874332737550569	0.610502651102877	0.782682070378052	0.632689841952508	0.513825653795027	0.506370776003397	0.803562946451948	0	0.80814917062559	0.839287794999461	0.717634912046757	0.711858929538745	0.841060169163864	0.838897261348358	0.91966196208518	0.67915715214674	0.955694956345541	0.987666303782385	0.970854286493114	0.79069351680531	0.619510840546562	0.665932884918211	0.550553017591791	0.549723085164042	0.586435754172245
S_lycopersicum.N.cold.2	0.62263214862684	0.601695331838705	0.556557467811063	0.654442167830019	0.678994808002218	0.664099059667626	0.590183118823306	0.753655444864649	0.691352152505574	0.773742034251653	0.766281575286122	0.780004588433682	0.742185130029153	0.808809838522217	0.412648900422809	0.80814917062559	0	0.496874262935334	0.500239133203037	0.633622730725365	0.445266179532175	0.71528489041594	0.771409081278636	0.597162685289199	0.945905557100747	0.827512047867313	0.990061439014312	0.608108017425639	0.650657427713804	0.641879910958269	0.860894462526353	0.826752876241959	0.820118501889212
S_lycopersicum.N.cold.3	0.633535172764544	0.71588020908602	0.623328121614702	0.675870329363579	0.722966490377639	0.650346804465713	0.690489292601684	0.799320070754822	0.777125291616811	0.929946811711799	0.914983140946703	0.883708845816956	0.837422269233388	0.885365854308598	0.514199113437469	0.839287794999461	0.496874262935334	0	0.625320950256715	0.717473137037751	0.529821335735732	0.700708535975928	0.708908832804683	0.63822060558195	0.833838793465906	0.745526838798902	0.867037912849069	0.627556642567003	0.731207135526908	0.654614926519261	0.946062735764131	0.933054038865544	0.880569785319313
S_lycopersicum.N.coldeL.1	0.706541520482544	0.547936970179022	0.557572850777247	0.597995157045865	0.661482321095146	0.753449236798226	0.562490425086872	0.741733958596673	0.651697193667499	0.653777581210103	0.677068629512147	0.695915082926588	0.618563937445896	0.654653123722005	0.541831093906803	0.717634912046757	0.500239133203037	0.625320950256715	0	0.483481466129014	0.519581871749328	0.703914642459692	0.891640310700478	0.633797162455823	0.980713245501664	0.928975532332923	0.913362099853813	0.658313630891468	0.542990741182411	0.603808167483907	0.741987159890736	0.733920190005921	0.751502175063271
S_lycopersicum.N.coldeL.2	0.847014274714556	0.542981242737357	0.602502215891827	0.702524132736187	0.702403963498162	0.865964578212996	0.586138874933172	0.715834707823862	0.654897165383626	0.63803213380951	0.641111548401907	0.695568488105165	0.663085168065737	0.577191293695878	0.675802446469852	0.711858929538745	0.633622730725365	0.717473137037751	0.483481466129014	0	0.641471684674088	0.704570358760429	0.905974394417378	0.650529759020555	0.999417575362133	0.879458000742623	0.836360225559575	0.787461927435934	0.565308869257606	0.65880992556169	0.715749760377296	0.714834983168607	0.76426040843403
S_lycopersicum.N.coldeL.3	0.621302333545938	0.572802853863914	0.553464962357105	0.694979619867256	0.733010037919263	0.698469795205346	0.634083001564422	0.769389466831829	0.684565953291967	0.824935390276515	0.779629568739596	0.751219817336275	0.730669847192317	0.791133797640782	0.449963864621739	0.841060169163864	0.445266179532175	0.529821335735732	0.519581871749328	0.641471684674088	0	0.693251373068392	0.74517523952749	0.603494567525683	0.911614956077035	0.805425122509104	0.950844143671225	0.619982429487016	0.669536304393898	0.67315301453982	0.947057182692739	0.921533220751516	0.901929167062692
S_lycopersicum.ctrl2.1	0.874027525975198	0.919821591555244	0.836678281531205	0.791678077974651	0.898354756745674	0.862536022556142	0.837242122803747	0.946137324690673	0.999139108336717	0.955931282213299	0.873428676345136	0.954683893442621	0.888778766197922	0.848270873771505	0.704559950006409	0.838897261348358	0.71528489041594	0.700708535975928	0.703914642459692	0.704570358760429	0.693251373068392	0	0.523363198286916	0.611602923669234	0.745694219284632	0.819041211192678	0.836559508619062	0.865808900983631	0.796268285280615	0.78805151224743	0.898488685814705	0.902419692141663	0.994724311439398
S_lycopersicum.ctrl2.2	0.772626722362742	0.944373428433881	0.915432224756539	0.899850016400132	0.933499152754565	0.828130729049871	0.97392829540576	0.887529852185729	0.899213858023431	0.752879907980192	0.736519846176038	0.869925112907057	0.996017186837617	0.963121396095352	0.771161242576176	0.91966196208518	0.771409081278636	0.708908832804683	0.891640310700478	0.905974394417378	0.74517523952749	0.523363198286916	0	0.656333842713786	0.757137723197373	0.694688632968755	0.732828912172596	0.83323256279076	0.974276278448523	0.879247540831884	0.748550256933853	0.766176634429638	0.855742202593659
S_lycopersicum.ctrl2.3	0.735215060382757	0.808914254726608	0.703322210374501	0.714385044254661	0.765599756026174	0.740930256283066	0.709573896858505	0.951795154261041	0.945907015243733	0.787834967666362	0.966609450361618	0.73452970341182	0.670720552127444	0.683668263456893	0.608301969323195	0.67915715214674	0.597162685289199	0.63822060558195	0.633797162455823	0.650529759020555	0.603494567525683	0.611602923669234	0.656333842713786	0	0.920319538582236	0.883984997569165	0.965769412707812	0.774434036534642	0.666772134471138	0.66752888182407	0.840429630734486	0.813346194903336	0.801602272881071
S_lycopersicum.warm.1	0.924886807818183	0.806804668733761	0.83291811090482	0.903597889688041	0.955597572846095	0.888076473723035	0.821448358851645	0.900692905246173	0.875146234375598	0.733912229237032	0.76850627661232	0.822064247236416	0.977770489723863	0.992418992802802	0.888383349175271	0.955694956345541	0.945905557100747	0.833838793465906	0.980713245501664	0.999417575362133	0.911614956077035	0.745694219284632	0.757137723197373	0.920319538582236	0	0.507865254470739	0.41320991022279	0.963631202728278	0.855526157605055	0.90822480012318	0.781662225872523	0.736378839644833	0.836266263173829
S_lycopersicum.warm.2	0.826479668338352	0.830698773453329	0.933262385378953	0.854838742667226	0.913560576700234	0.775776384232371	0.83195171177878	0.843020872732209	0.852348476444588	0.719721797090831	0.726720481626091	0.823739830014185	0.952322803993393	0.900186413629542	0.809538724297828	0.987666303782385	0.827512047867313	0.745526838798902	0.928975532332923	0.879458000742623	0.805425122509104	0.819041211192678	0.694688632968755	0.883984997569165	0.507865254470739	0	0.433354868221934	0.862943673915362	0.880876060890388	0.986122633408492	0.746783515116714	0.739392789121661	0.834662823933361
S_lycopersicum.warm.3	0.968277602389225	0.734437159939665	0.790227142237096	0.949332620913345	0.9816520875834	0.858370995499015	0.705828893435162	0.831459554895816	0.808351074093443	0.661441317463676	0.703160248820224	0.749058906597835	0.937651067841363	0.876861160828362	0.959476685040272	0.970854286493114	0.990061439014312	0.867037912849069	0.913362099853813	0.836360225559575	0.950844143671225	0.836559508619062	0.732828912172596	0.965769412707812	0.41320991022279	0.433354868221934	0	0.950115853080543	0.761084084592347	0.848683129861669	0.698040100752226	0.681216824668422	0.757683888091304
S_lycopersicum.ctrl3.1	0.566150068670894	0.831610845830621	0.712757308028161	0.75084913537722	0.797133770335854	0.742719501386556	0.801959616579099	0.946137115466342	0.914771795186487	0.966650021495324	0.985538959869292	0.905018152717539	0.805868603496164	0.873146322060818	0.616831661743975	0.79069351680531	0.608108017425639	0.627556642567003	0.658313630891468	0.787461927435934	0.619982429487016	0.865808900983631	0.83323256279076	0.774434036534642	0.963631202728278	0.862943673915362	0.950115853080543	0	0.70873559350076	0.636614191803208	0.951424479176405	0.941941331449645	0.884584941355219
S_lycopersicum.ctrl3.2	0.744218967315247	0.679012803017638	0.630094614641723	0.682515796826335	0.747372215895101	0.819026157332197	0.624032941242228	0.977856870465457	0.915170520387646	0.636787194046979	0.852502250623794	0.666285545655384	0.629571075305261	0.630577673116254	0.674877541475193	0.619510840546562	0.650657427713804	0.731207135526908	0.542990741182411	0.565308869257606	0.669536304393898	0.796268285280615	0.974276278448523	0.666772134471138	0.855526157605055	0.880876060890388	0.761084084592347	0.70873559350076	0	0.495066725656833	0.644351602326164	0.642157324950412	0.693169173017525
S_lycopersicum.ctrl3.3	0.639869330381081	0.807943769441354	0.58417598305548	0.697829631234309	0.761885105669953	0.768337831098002	0.680090416111873	0.976398242405502	0.996410571143895	0.798256791338922	0.96627733847712	0.773751713272161	0.757025483223494	0.763973037634943	0.662707083265233	0.665932884918211	0.641879910958269	0.654614926519261	0.603808167483907	0.65880992556169	0.67315301453982	0.78805151224743	0.879247540831884	0.66752888182407	0.90822480012318	0.986122633408492	0.848683129861669	0.636614191803208	0.495066725656833	0	0.739552556069933	0.732423960555544	0.732002120720284
S_lycopersicum.eLcold.1	0.999613996395954	0.865575472399381	0.854132757754165	0.680340913758725	0.655271741114694	0.75796866714964	0.713077093180236	0.942390701748286	0.961080615510771	0.433793338579131	0.710313267001038	0.524114930782676	0.58083254128952	0.556859864519678	0.888570413658679	0.550553017591791	0.860894462526353	0.946062735764131	0.741987159890736	0.715749760377296	0.947057182692739	0.898488685814705	0.748550256933853	0.840429630734486	0.781662225872523	0.746783515116714	0.698040100752226	0.951424479176405	0.644351602326164	0.739552556069933	0	0.269456151473661	0.349727557907033
S_lycopersicum.eLcold.2	0.978671065433162	0.82609702106106	0.806784729422663	0.664078706317983	0.639109785371886	0.730158006188658	0.698221698228248	0.939241064226224	0.944692002581474	0.395214089353165	0.681163785051035	0.510458937496983	0.552479414742125	0.548446800473363	0.87762586135319	0.549723085164042	0.826752876241959	0.933054038865544	0.733920190005921	0.714834983168607	0.921533220751516	0.902419692141663	0.766176634429638	0.813346194903336	0.736378839644833	0.739392789121661	0.681216824668422	0.941941331449645	0.642157324950412	0.732423960555544	0.269456151473661	0	0.353248466674571
S_lycopersicum.eLcold.3	0.939245660237248	0.889336384644564	0.827352483879152	0.647489727508153	0.662825382731359	0.698581780628541	0.723275397801367	0.914291669417127	0.98008254577107	0.540974628791971	0.825257017484438	0.521870184472156	0.618470657830939	0.594744240127302	0.82407187302185	0.586435754172245	0.820118501889212	0.880569785319313	0.751502175063271	0.76426040843403	0.901929167062692	0.994724311439398	0.855742202593659	0.801602272881071	0.836266263173829	0.834662823933361	0.757683888091304	0.884584941355219	0.693169173017525	0.732002120720284	0.349727557907033	0.353248466674571	0
